,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.8456062291434928,0.9101223581757508,0.7882091212458286,-0.9101223581757508,0.9737486095661847
training_stability_recal,0.8456062291434928,1.0,0.725027808676307,0.6084538375973304,-0.725027808676307,0.9074527252502781
numerical_accuracy_recal,0.9101223581757508,0.725027808676307,1.0,0.910567296996663,-1.0,0.9114571746384872
structural_stability_recal,0.7882091212458286,0.6084538375973304,0.910567296996663,1.0,-0.910567296996663,0.7717463848720801
rel_l2,-0.9101223581757508,-0.725027808676307,-1.0,-0.910567296996663,1.0,-0.9114571746384872
reliability_raw_recal,0.9737486095661847,0.9074527252502781,0.9114571746384872,0.7717463848720801,-0.9114571746384872,1.0
